COGid	FunCat	Funk	Species	Genes	Alg.-Conn.	BGE	BGIGA	BOR	BPAA	BPLAN	CPUbr	MADAR
COG1579	R	Predicted__nucleic_acid-binding_protein,_contains_Zn-ribbon_domain	7	7	0.757	BGE:CDS:BGE_I04680	BGIGA:CDS:BGIGA_I01660	BOR:CDS:BOR_I04670	BPAA:CDS:BPAA_I01710	BPLAN:CDS:BPLAN_I01720	CPUbr:CDS:CPUbr_I04360	MADAR:CDS:MADAR_I01930
COG0330	O	Regulator_of_protease_activity_HflC,_stomatin/prohibitin_superfamily	7	7	0.914	BGE:CDS:BGE_I05820	BGIGA:CDS:BGIGA_I00550	BOR:CDS:BOR_I05810	BPAA:CDS:BPAA_I00540	BPLAN:CDS:BPLAN_I00540	CPUbr:CDS:CPUbr_I05410	MADAR:CDS:MADAR_I00480
COG2151	O	Metal-sulfur_cluster_biosynthetic_enzyme	7	7	0.798	BGE:CDS:BGE_I05810	BGIGA:CDS:BGIGA_I00560	BOR:CDS:BOR_I05800	BPAA:CDS:BPAA_I00550	BPLAN:CDS:BPLAN_I00550	CPUbr:CDS:CPUbr_I05400	MADAR:CDS:MADAR_I00490
COG0612	R	Predicted_Zn-dependent_peptidase	7	7	0.770	BGE:CDS:BGE_I05800	BGIGA:CDS:BGIGA_I00570	BOR:CDS:BOR_I05790	BPAA:CDS:BPAA_I00560	BPLAN:CDS:BPLAN_I00560	CPUbr:CDS:CPUbr_I05390	MADAR:CDS:MADAR_I00500
COG0612	R	Predicted_Zn-dependent_peptidase	7	7	0.836	BGE:CDS:BGE_I05790	BGIGA:CDS:BGIGA_I00580	BOR:CDS:BOR_I05780	BPAA:CDS:BPAA_I00570	BPLAN:CDS:BPLAN_I00570	CPUbr:CDS:CPUbr_I05380	MADAR:CDS:MADAR_I00510
No-Hit	-	hypothetical	7	7	0.684	BGE:CDS:BGE_I05780	BGIGA:CDS:BGIGA_I00590	BOR:CDS:BOR_I05770	BPAA:CDS:BPAA_I00580	BPLAN:CDS:BPLAN_I00580	CPUbr:CDS:CPUbr_I05370	MADAR:CDS:MADAR_I02960
COG0437	C	Fe-S-cluster-containing_dehydrogenase_component	7	7	0.750	BGE:CDS:BGE_I05770	BGIGA:CDS:BGIGA_I00600	BOR:CDS:BOR_I05760	BPAA:CDS:BPAA_I00590	BPLAN:CDS:BPLAN_I00590	CPUbr:CDS:CPUbr_I05360	MADAR:CDS:MADAR_I02950
COG5557	C	Ni/Fe-hydrogenase_2_integral_membrane_subunit_HybB	7	7	0.912	BGE:CDS:BGE_I05760	BGIGA:CDS:BGIGA_I00610	BOR:CDS:BOR_I05750	BPAA:CDS:BPAA_I00600	BPLAN:CDS:BPLAN_I00600	CPUbr:CDS:CPUbr_I05350	MADAR:CDS:MADAR_I02940
No-Hit	-	hypothetical	7	7	0.792	BGE:CDS:BGE_I05750	BGIGA:CDS:BGIGA_I00620	BOR:CDS:BOR_I05740	BPAA:CDS:BPAA_I00610	BPLAN:CDS:BPLAN_I00610	CPUbr:CDS:CPUbr_I05340	MADAR:CDS:MADAR_I02930
COG1160	R	Predicted_GTPases	7	7	0.766	BGE:CDS:BGE_I03640	BGIGA:CDS:BGIGA_I02720	BOR:CDS:BOR_I03620	BPAA:CDS:BPAA_I02760	BPLAN:CDS:BPLAN_I02780	CPUbr:CDS:CPUbr_I03430	MADAR:CDS:MADAR_I00960
COG0812	M	UDP-N-acetylenolpyruvoylglucosamine_reductase	7	7	0.717	BGE:CDS:BGE_I03730	BGIGA:CDS:BGIGA_I02620	BOR:CDS:BOR_I03710	BPAA:CDS:BPAA_I02670	BPLAN:CDS:BPLAN_I02690	CPUbr:CDS:CPUbr_I03510	MADAR:CDS:MADAR_I01050
No-Hit	-	hypothetical	7	7	0.740	BGE:CDS:BGE_I03720	BGIGA:CDS:BGIGA_I02630	BOR:CDS:BOR_I03700	BPAA:CDS:BPAA_I02680	BPLAN:CDS:BPLAN_I02700	CPUbr:CDS:CPUbr_I03500	MADAR:CDS:MADAR_I01040
COG0566	J	tRNA_G18_(ribose-2'-O)-methylase_SpoU	7	7	0.753	BGE:CDS:BGE_I03710	BGIGA:CDS:BGIGA_I02650	BOR:CDS:BOR_I03690	BPAA:CDS:BPAA_I02690	BPLAN:CDS:BPLAN_I02710	CPUbr:CDS:CPUbr_I03490	MADAR:PPgene:MADAR_I01030
COG0016	J	Phenylalanyl-tRNA_synthetase_alpha_subunit	7	7	0.815	BGE:CDS:BGE_I03700	BGIGA:CDS:BGIGA_I02660	BOR:CDS:BOR_I03680	BPAA:CDS:BPAA_I02700	BPLAN:CDS:BPLAN_I02720	CPUbr:CDS:CPUbr_I03480	MADAR:CDS:MADAR_I01020
No-Hit	-	hypothetical	7	7	0.693	BGE:CDS:BGE_I03690	BGIGA:CDS:BGIGA_I02670	BOR:CDS:BOR_I03670	BPAA:CDS:BPAA_I02710	BPLAN:CDS:BPLAN_I02730	CPUbr:CDS:CPUbr_I03470	MADAR:CDS:MADAR_I01010
No-Hit	-	hypothetical	7	7	0.538	BGE:CDS:BGE_I03680	BGIGA:CDS:BGIGA_I02680	BOR:CDS:BOR_I03660	BPAA:CDS:BPAA_I02720	BPLAN:CDS:BPLAN_I02740	CPUbr:CDS:CPUbr_I03460	MADAR:CDS:MADAR_I01000
No-Hit	-	hypothetical	6	6	0.709	BGE:CDS:BGE_I03670	BGIGA:CDS:BGIGA_I02690	BOR:CDS:BOR_I03650	BPAA:CDS:BPAA_I02730	BPLAN:CDS:BPLAN_I02750	*	MADAR:CDS:MADAR_I00990
No-Hit	-	hypothetical	7	7	0.776	BGE:CDS:BGE_I03660	BGIGA:CDS:BGIGA_I02700	BOR:PPgene:BOR_I03640	BPAA:CDS:BPAA_I02740	BPLAN:CDS:BPLAN_I02760	CPUbr:CDS:CPUbr_I03450	MADAR:CDS:MADAR_I00980
COG0632	L	Holliday_junction_resolvasome_RuvABC_DNA-binding_subunit	7	7	0.747	BGE:CDS:BGE_I03650	BGIGA:CDS:BGIGA_I02710	BOR:CDS:BOR_I03630	BPAA:CDS:BPAA_I02750	BPLAN:CDS:BPLAN_I02770	CPUbr:CDS:CPUbr_I03440	MADAR:CDS:MADAR_I00970
COG0005	F	Purine_nucleoside_phosphorylase	7	7	0.640	BGE:CDS:BGE_I03740	BGIGA:CDS:BGIGA_I02610	BOR:CDS:BOR_I03720	BPAA:CDS:BPAA_I02660	BPLAN:CDS:BPLAN_I02680	CPUbr:CDS:CPUbr_I03520	MADAR:CDS:MADAR_I01060
COG0336	J	tRNA_G37_N-methylase_TrmD	7	7	0.746	BGE:CDS:BGE_I03630	BGIGA:CDS:BGIGA_I02730	BOR:CDS:BOR_I03610	BPAA:CDS:BPAA_I02770	BPLAN:CDS:BPLAN_I02790	CPUbr:CDS:CPUbr_I03420	MADAR:CDS:MADAR_I00950
COG0165	E	Argininosuccinate_lyase	5	5	0.849	BGE:CDS:BGE_I03620	BGIGA:CDS:BGIGA_I02740	BOR:CDS:BOR_I03600	BPAA:CDS:BPAA_I02780	BPLAN:CDS:BPLAN_I02800	*	*
COG0187	L	DNA_gyrase/topoisomerase_IV,_subunit_B	7	7	0.870	BGE:CDS:BGE_I03610	BGIGA:CDS:BGIGA_I02750	BOR:CDS:BOR_I03590	BPAA:CDS:BPAA_I02790	BPLAN:CDS:BPLAN_I02810	CPUbr:CDS:CPUbr_I03410	MADAR:CDS:MADAR_I00940
COG1968	I	Undecaprenyl_pyrophosphate_phosphatase_UppP	7	7	0.682	BGE:CDS:BGE_I03600	BGIGA:CDS:BGIGA_I02760	BOR:CDS:BOR_I03580	BPAA:CDS:BPAA_I02800	BPLAN:CDS:BPLAN_I02820	CPUbr:PPgene:CPUbr_I03400	MADAR:CDS:MADAR_I00930
COG0130	J	tRNA_U55_pseudouridine_synthase_TruB,_may_also_work_on_U342_of_tmRNA	5	5	0.757	BGE:CDS:BGE_I03590	*	BOR:CDS:BOR_I03570	BPAA:CDS:BPAA_I02810	BPLAN:CDS:BPLAN_I02830	CPUbr:CDS:CPUbr_I03390	*
COG0228	J	Ribosomal_protein_S16	7	7	0.811	BGE:CDS:BGE_I03580	BGIGA:CDS:BGIGA_I02770	BOR:CDS:BOR_I03560	BPAA:CDS:BPAA_I02820	BPLAN:CDS:BPLAN_I02840	CPUbr:CDS:CPUbr_I03380	MADAR:CDS:MADAR_I00920
COG1301	C	Na+/H+-dicarboxylate_symporter	7	7	0.925	BGE:CDS:BGE_I03560	BGIGA:CDS:BGIGA_I02790	BOR:CDS:BOR_I03540	BPAA:CDS:BPAA_I02840	BPLAN:CDS:BPLAN_I02860	CPUbr:CDS:CPUbr_I03360	MADAR:CDS:MADAR_I00900
COG3407	I	Mevalonate_pyrophosphate_decarboxylase	7	7	0.840	BGE:CDS:BGE_I03550	BGIGA:CDS:BGIGA_I02800	BOR:CDS:BOR_I03530	BPAA:CDS:BPAA_I02850	BPLAN:CDS:BPLAN_I02870	CPUbr:CDS:CPUbr_I03350	MADAR:PPgene:MADAR_I00890
COG0707	M	UDP-N-acetylglucosamine:LPS_N-acetylglucosamine_transferase	7	7	0.793	BGE:CDS:BGE_I03830	BGIGA:CDS:BGIGA_I02520	BOR:CDS:BOR_I03810	BPAA:CDS:BPAA_I02570	BPLAN:CDS:BPLAN_I02590	CPUbr:CDS:CPUbr_I03610	MADAR:CDS:MADAR_I01150
COG0343	J	Queuine/archaeosine_tRNA-ribosyltransferase	6	6	0.864	BGE:CDS:BGE_I03910	BGIGA:CDS:BGIGA_I02440	BOR:CDS:BOR_I03890	BPAA:CDS:BPAA_I02490	BPLAN:CDS:BPLAN_I02510	*	MADAR:CDS:MADAR_I01230
COG0275	J	16S_rRNA_C1402_N4-methylase_RsmH	7	7	0.654	BGE:CDS:BGE_I03900	BGIGA:CDS:BGIGA_I02450	BOR:CDS:BOR_I03880	BPAA:CDS:BPAA_I02500	BPLAN:CDS:BPLAN_I02520	CPUbr:CDS:CPUbr_I03680	MADAR:CDS:MADAR_I01220
No-Hit	-	hypothetical	7	7	0.716	BGE:CDS:BGE_I03890	BGIGA:CDS:BGIGA_I02460	BOR:CDS:BOR_I03870	BPAA:CDS:BPAA_I02510	BPLAN:CDS:BPLAN_I02530	CPUbr:CDS:CPUbr_I03670	MADAR:CDS:MADAR_I01210
COG0768	DM	Cell_division_protein_FtsI/penicillin-binding_protein_2	7	7	0.812	BGE:CDS:BGE_I03880	BGIGA:CDS:BGIGA_I02470	BOR:CDS:BOR_I03860	BPAA:CDS:BPAA_I02520	BPLAN:CDS:BPLAN_I02540	CPUbr:CDS:CPUbr_I03660	MADAR:CDS:MADAR_I01200
COG0769	M	UDP-N-acetylmuramyl_tripeptide_synthase	7	7	0.757	BGE:CDS:BGE_I03870	BGIGA:CDS:BGIGA_I02480	BOR:CDS:BOR_I03850	BPAA:CDS:BPAA_I02530	BPLAN:CDS:BPLAN_I02550	CPUbr:CDS:CPUbr_I03650	MADAR:CDS:MADAR_I01190
COG0472	M	UDP-N-acetylmuramyl_pentapeptide_phosphotransferase/UDP-N-acetylglucosamine-1-phosphate_transferase	7	7	0.705	BGE:CDS:BGE_I03860	BGIGA:CDS:BGIGA_I02490	BOR:CDS:BOR_I03840	BPAA:CDS:BPAA_I02540	BPLAN:CDS:BPLAN_I02560	CPUbr:CDS:CPUbr_I03640	MADAR:CDS:MADAR_I01180
COG0771	M	UDP-N-acetylmuramoylalanine-D-glutamate_ligase	7	7	0.759	BGE:CDS:BGE_I03850	BGIGA:CDS:BGIGA_I02500	BOR:CDS:BOR_I03830	BPAA:PPgene:BPAA_I02550	BPLAN:CDS:BPLAN_I02570	CPUbr:CDS:CPUbr_I03630	MADAR:CDS:MADAR_I01170
COG0772	D	Bacterial_cell_division_protein_FtsW,_lipid_II_flippase	7	7	0.836	BGE:CDS:BGE_I03840	BGIGA:CDS:BGIGA_I02510	BOR:CDS:BOR_I03820	BPAA:CDS:BPAA_I02560	BPLAN:CDS:BPLAN_I02580	CPUbr:CDS:CPUbr_I03620	MADAR:CDS:MADAR_I01160
COG0436	E	Aspartate/methionine/tyrosine_aminotransferase	7	7	0.790	BGE:CDS:BGE_I03530	BGIGA:CDS:BGIGA_I02820	BOR:CDS:BOR_I03510	BPAA:CDS:BPAA_I02870	BPLAN:CDS:BPLAN_I02890	CPUbr:CDS:CPUbr_I03330	MADAR:CDS:MADAR_I00870
COG0773	M	UDP-N-acetylmuramate-alanine_ligase	7	7	0.790	BGE:CDS:BGE_I03820	BGIGA:CDS:BGIGA_I02530	BOR:CDS:BOR_I03800	BPAA:CDS:BPAA_I02580	BPLAN:CDS:BPLAN_I02600	CPUbr:CDS:CPUbr_I03600	MADAR:CDS:MADAR_I01140
No-Hit	-	hypothetical	7	7	0.791	BGE:CDS:BGE_I03810	BGIGA:CDS:BGIGA_I02540	BOR:CDS:BOR_I03790	BPAA:CDS:BPAA_I02590	BPLAN:CDS:BPLAN_I02610	CPUbr:CDS:CPUbr_I03590	MADAR:CDS:MADAR_I01130
COG0849	D	Cell_division_ATPase_FtsA	7	7	0.891	BGE:CDS:BGE_I03800	BGIGA:CDS:BGIGA_I02550	BOR:CDS:BOR_I03780	BPAA:CDS:BPAA_I02600	BPLAN:CDS:BPLAN_I02620	CPUbr:CDS:CPUbr_I03580	MADAR:CDS:MADAR_I01120
COG0206	D	Cell_division_GTPase_FtsZ	7	7	0.822	BGE:CDS:BGE_I03790	BGIGA:CDS:BGIGA_I02560	BOR:CDS:BOR_I03770	BPAA:CDS:BPAA_I02610	BPLAN:CDS:BPLAN_I02630	CPUbr:CDS:CPUbr_I03570	MADAR:CDS:MADAR_I01110
COG0124	J	Histidyl-tRNA_synthetase	7	7	0.745	BGE:CDS:BGE_I03780	BGIGA:CDS:BGIGA_I02570	BOR:CDS:BOR_I03760	BPAA:CDS:BPAA_I02620	BPLAN:CDS:BPLAN_I02640	CPUbr:CDS:CPUbr_I03560	MADAR:CDS:MADAR_I01100
COG3201	H	Nicotinamide_riboside_transporter_PnuC	7	7	0.697	BGE:CDS:BGE_I03770	BGIGA:CDS:BGIGA_I02580	BOR:CDS:BOR_I03750	BPAA:CDS:BPAA_I02630	BPLAN:CDS:BPLAN_I02650	CPUbr:CDS:CPUbr_I03550	MADAR:CDS:MADAR_I01090
No-Hit	-	hypothetical	7	7	0.717	BGE:CDS:BGE_I03760	BGIGA:CDS:BGIGA_I02590	BOR:CDS:BOR_I03740	BPAA:CDS:BPAA_I02640	BPLAN:CDS:BPLAN_I02660	CPUbr:CDS:CPUbr_I03540	MADAR:CDS:MADAR_I01080
COG0489	D	Chromosome_partitioning_ATPase,_Mrp_family,_contains_Fe-S_cluster	7	7	0.759	BGE:CDS:BGE_I03750	BGIGA:CDS:BGIGA_I02600	BOR:CDS:BOR_I03730	BPAA:CDS:BPAA_I02650	BPLAN:CDS:BPLAN_I02670	CPUbr:CDS:CPUbr_I03530	MADAR:CDS:MADAR_I01070
No-Hit	-	hypothetical	5	5	0.505	BGE:CDS:BGE_I03240	*	BOR:CDS:BOR_I03220	BPAA:CDS:BPAA_I03160	BPLAN:CDS:BPLAN_I03190	CPUbr:CDS:CPUbr_I03050	*
COG0008	J	Glutamyl-_or_glutaminyl-tRNA_synthetase	7	7	0.741	BGE:CDS:BGE_I03340	BGIGA:CDS:BGIGA_I03010	BOR:CDS:BOR_I03320	BPAA:CDS:BPAA_I03060	BPLAN:CDS:BPLAN_I03080	CPUbr:CDS:CPUbr_I03140	MADAR:CDS:MADAR_I00680
COG0486	J	tRNA_U34_5-carboxymethylaminomethyl_modifying_GTPase_MnmE/TrmE	7	7	0.771	BGE:CDS:BGE_I03330	BGIGA:CDS:BGIGA_I03020	BOR:CDS:BOR_I03310	BPAA:CDS:BPAA_I03070	BPLAN:CDS:BPLAN_I03090	CPUbr:CDS:CPUbr_I03130	MADAR:CDS:MADAR_I00670
COG2890	J	Methylase_of_polypeptide_chain_release_factors	7	7	0.695	BGE:CDS:BGE_I03320	BGIGA:CDS:BGIGA_I03030	BOR:CDS:BOR_I03300	BPAA:CDS:BPAA_I03080	BPLAN:CDS:BPLAN_I03100	CPUbr:CDS:CPUbr_I03120	MADAR:CDS:MADAR_I00660
COG0272	L	NAD-dependent_DNA_ligase	7	7	0.664	BGE:CDS:BGE_I03310	BGIGA:CDS:BGIGA_I03040	BOR:CDS:BOR_I03290	BPAA:CDS:BPAA_I03090	BPLAN:CDS:BPLAN_I03110	CPUbr:CDS:CPUbr_I03110	MADAR:CDS:MADAR_I00650
COG0466	O	ATP-dependent_Lon_protease,_bacterial_type	7	7	0.957	BGE:CDS:BGE_I03300	BGIGA:CDS:BGIGA_I03050	BOR:CDS:BOR_I03280	BPAA:CDS:BPAA_I03100	BPLAN:CDS:BPLAN_I03120	CPUbr:CDS:CPUbr_I03100	MADAR:CDS:MADAR_I00640
COG0019	E	Diaminopimelate_decarboxylase	5	5	0.853	BGE:CDS:BGE_I03290	BGIGA:CDS:BGIGA_I03060	BOR:CDS:BOR_I03270	BPAA:CDS:BPAA_I03110	BPLAN:CDS:BPLAN_I03130	*	*
COG0143	J	Methionyl-tRNA_synthetase	7	7	0.833	BGE:CDS:BGE_I03270	BGIGA:CDS:BGIGA_I03080	BOR:CDS:BOR_I03250	BPAA:CDS:BPAA_I03130	BPLAN:CDS:BPLAN_I03160	CPUbr:CDS:CPUbr_I03080	MADAR:CDS:MADAR_I00620
COG0258	L	5'-3'_exonuclease	7	7	0.765	BGE:CDS:BGE_I03260	BGIGA:CDS:BGIGA_I03090	BOR:CDS:BOR_I03240	BPAA:CDS:BPAA_I03140	BPLAN:CDS:BPLAN_I03170	CPUbr:CDS:CPUbr_I03070	MADAR:CDS:MADAR_I00610
COG1057	H	Nicotinic_acid_mononucleotide_adenylyltransferase	7	7	0.735	BGE:CDS:BGE_I03250	BGIGA:PPgene:BGIGA_I03100	BOR:CDS:BOR_I03230	BPAA:PPgene:BPAA_I03150	BPLAN:CDS:BPLAN_I03180	CPUbr:PPgene:CPUbr_I03060	MADAR:PPgene:MADAR_I00600
COG0360	J	Ribosomal_protein_S6	7	7	0.827	BGE:CDS:BGE_I03350	BGIGA:CDS:BGIGA_I03000	BOR:CDS:BOR_I03330	BPAA:CDS:BPAA_I03050	BPLAN:CDS:BPLAN_I03070	CPUbr:CDS:CPUbr_I03150	MADAR:CDS:MADAR_I00690
COG1674	D	DNA_segregation_ATPase_FtsK/SpoIIIE_and_related_proteins	7	7	0.733	BGE:CDS:BGE_I03230	BGIGA:CDS:BGIGA_I03110	BOR:CDS:BOR_I03210	BPAA:CDS:BPAA_I03170	BPLAN:CDS:BPLAN_I03200	CPUbr:CDS:CPUbr_I03040	MADAR:CDS:MADAR_I00590
COG0795	MN	Lipopolysaccharide_export_LptBFGC_system,_permease_protein_LptF	7	7	0.553	BGE:CDS:BGE_I03220	BGIGA:CDS:BGIGA_I03120	BOR:CDS:BOR_I03200	BPAA:CDS:BPAA_I03180	BPLAN:CDS:BPLAN_I03210	CPUbr:CDS:CPUbr_I03030	MADAR:CDS:MADAR_I00580
COG0108	H	3,4-dihydroxy-2-butanone_4-phosphate_synthase	7	7	0.818	BGE:CDS:BGE_I03210	BGIGA:CDS:BGIGA_I03130	BOR:CDS:BOR_I03190	BPAA:CDS:BPAA_I03190	BPLAN:CDS:BPLAN_I03220	CPUbr:CDS:CPUbr_I03020	MADAR:CDS:MADAR_I00570
COG3118	O	Negative_regulator_of_GroEL,_contains_thioredoxin-like_and_TPR-like_domains	7	7	0.814	BGE:CDS:BGE_I03190	BGIGA:CDS:BGIGA_I03150	BOR:CDS:BOR_I03170	BPAA:CDS:BPAA_I03210	BPLAN:CDS:BPLAN_I03240	CPUbr:CDS:CPUbr_I03000	MADAR:CDS:MADAR_I00550
COG0624	E	Acetylornithine_deacetylase/Succinyl-diaminopimelate_desuccinylase_or_related_deacylase	7	7	0.831	BGE:CDS:BGE_I03180	BGIGA:CDS:BGIGA_I03160	BOR:CDS:BOR_I03160	BPAA:CDS:BPAA_I03220	BPLAN:CDS:BPLAN_I03250	CPUbr:CDS:CPUbr_I02990	MADAR:CDS:MADAR_I00540
COG0548	E	Acetylglutamate_kinase	7	7	0.728	BGE:CDS:BGE_I03170	BGIGA:CDS:BGIGA_I03170	BOR:CDS:BOR_I03150	BPAA:CDS:BPAA_I03230	BPLAN:CDS:BPLAN_I03260	CPUbr:CDS:CPUbr_I02980	MADAR:CDS:MADAR_I00530
COG0195	K	Transcription_antitermination_factor_NusA,_contains_S1_and_KH_domains	7	7	0.916	BGE:CDS:BGE_I00130	BGIGA:CDS:BGIGA_I00010	BOR:CDS:BOR_I00160	BPAA:CDS:BPAA_I00010	BPLAN:CDS:BPLAN_I00010	CPUbr:CDS:CPUbr_I00140	MADAR:CDS:MADAR_I00010
COG0458	EF	Carbamoylphosphate_synthase_large_subunit	7	7	0.866	BGE:CDS:BGE_I03150	BGIGA:CDS:BGIGA_I03190	BOR:CDS:BOR_I03130	BPAA:CDS:BPAA_I03250	BPLAN:CDS:BPLAN_I03280	CPUbr:CDS:CPUbr_I02960	MADAR:CDS:MADAR_I02970
COG0623	I	Enoyl-[acyl-carrier-protein]_reductase_(NADH)	7	7	0.888	BGE:CDS:BGE_I03440	BGIGA:CDS:BGIGA_I02910	BOR:CDS:BOR_I03420	BPAA:CDS:BPAA_I02960	BPLAN:CDS:BPLAN_I02980	CPUbr:CDS:CPUbr_I03240	MADAR:CDS:MADAR_I00780
COG0357	J	16S_rRNA_G527_N7-methylase_RsmG_(former_glucose-inhibited_division_protein_B)	7	7	0.777	BGE:CDS:BGE_I03520	BGIGA:CDS:BGIGA_I02830	BOR:CDS:BOR_I03500	BPAA:CDS:BPAA_I02880	BPLAN:CDS:BPLAN_I02900	CPUbr:CDS:CPUbr_I03320	MADAR:CDS:MADAR_I00860
COG0402	FR	Cytosine/adenosine_deaminase_or_related_metal-dependent_hydrolase	7	7	0.905	BGE:CDS:BGE_I03510	BGIGA:CDS:BGIGA_I02840	BOR:CDS:BOR_I03490	BPAA:CDS:BPAA_I02890	BPLAN:CDS:BPLAN_I02910	CPUbr:CDS:CPUbr_I03310	MADAR:CDS:MADAR_I00850
COG1190	J	Lysyl-tRNA_synthetase_(class_II)	7	7	0.802	BGE:CDS:BGE_I03500	BGIGA:CDS:BGIGA_I02850	BOR:CDS:BOR_I03480	BPAA:CDS:BPAA_I02900	BPLAN:CDS:BPLAN_I02920	CPUbr:CDS:CPUbr_I03300	MADAR:CDS:MADAR_I00840
COG0321	H	Lipoate-protein_ligase_B	7	7	0.788	BGE:CDS:BGE_I03490	BGIGA:CDS:BGIGA_I02860	BOR:CDS:BOR_I03470	BPAA:CDS:BPAA_I02910	BPLAN:CDS:BPLAN_I02930	CPUbr:CDS:CPUbr_I03290	MADAR:CDS:MADAR_I00830
COG0621	J	tRNA_A37_methylthiotransferase_MiaB	7	7	0.721	BGE:CDS:BGE_I03480	BGIGA:CDS:BGIGA_I02870	BOR:CDS:BOR_I03460	BPAA:CDS:BPAA_I02920	BPLAN:CDS:BPLAN_I02940	CPUbr:CDS:CPUbr_I03280	MADAR:CDS:MADAR_I00820
COG0450	V	Alkyl_hydroperoxide_reductase_subunit_AhpC_(peroxiredoxin)	7	7	0.877	BGE:CDS:BGE_I03470	BGIGA:CDS:BGIGA_I02880	BOR:CDS:BOR_I03450	BPAA:CDS:BPAA_I02930	BPLAN:CDS:BPLAN_I02950	CPUbr:CDS:CPUbr_I03270	MADAR:CDS:MADAR_I00810
COG0358	L	DNA_primase_(bacterial_type)	7	7	0.692	BGE:CDS:BGE_I03460	BGIGA:CDS:BGIGA_I02890	BOR:CDS:BOR_I03440	BPAA:CDS:BPAA_I02940	BPLAN:CDS:BPLAN_I02960	CPUbr:CDS:CPUbr_I03260	MADAR:CDS:MADAR_I00800
COG0036	G	Pentose-5-phosphate-3-epimerase	7	7	0.871	BGE:CDS:BGE_I03450	BGIGA:CDS:BGIGA_I02900	BOR:CDS:BOR_I03430	BPAA:CDS:BPAA_I02950	BPLAN:CDS:BPLAN_I02970	CPUbr:CDS:CPUbr_I03250	MADAR:CDS:MADAR_I00790
COG0795	MN	Lipopolysaccharide_export_LptBFGC_system,_permease_protein_LptF	7	7	0.708	BGE:CDS:BGE_I03920	BGIGA:CDS:BGIGA_I02430	BOR:CDS:BOR_I03900	BPAA:CDS:BPAA_I02480	BPLAN:CDS:BPLAN_I02500	CPUbr:CDS:CPUbr_I03690	MADAR:CDS:MADAR_I01240
COG0192	H	S-adenosylmethionine_synthetase	7	7	0.824	BGE:CDS:BGE_I03430	BGIGA:CDS:BGIGA_I02920	BOR:CDS:BOR_I03410	BPAA:CDS:BPAA_I02970	BPLAN:CDS:BPLAN_I02990	CPUbr:CDS:CPUbr_I03230	MADAR:CDS:MADAR_I00770
COG2876	E	3-deoxy-D-arabino-heptulosonate_7-phosphate_(DAHP)_synthase	7	7	0.771	BGE:CDS:BGE_I03420	BGIGA:CDS:BGIGA_I02930	BOR:CDS:BOR_I03400	BPAA:CDS:BPAA_I02980	BPLAN:CDS:BPLAN_I03000	CPUbr:CDS:CPUbr_I03220	MADAR:CDS:MADAR_I00760
COG0287	E	Prephenate_dehydrogenase	7	7	0.827	BGE:CDS:BGE_I03410	BGIGA:CDS:BGIGA_I02940	BOR:CDS:BOR_I03390	BPAA:CDS:BPAA_I02990	BPLAN:CDS:BPLAN_I03010	CPUbr:CDS:CPUbr_I03210	MADAR:CDS:MADAR_I00750
COG0436	E	Aspartate/methionine/tyrosine_aminotransferase	7	7	0.792	BGE:CDS:BGE_I03400	BGIGA:CDS:BGIGA_I02950	BOR:CDS:BOR_I03380	BPAA:CDS:BPAA_I03000	BPLAN:CDS:BPLAN_I03020	CPUbr:CDS:CPUbr_I03200	MADAR:CDS:MADAR_I00740
COG0077	E	Prephenate_dehydratase	7	7	0.775	BGE:CDS:BGE_I03390	BGIGA:CDS:BGIGA_I02960	BOR:CDS:BOR_I03370	BPAA:CDS:BPAA_I03010	BPLAN:CDS:BPLAN_I03030	CPUbr:CDS:CPUbr_I03190	MADAR:CDS:MADAR_I00730
COG1914	P	Mn2+_and_Fe2+_transporters_of_the_NRAMP_family	7	7	0.890	BGE:CDS:BGE_I03380	BGIGA:CDS:BGIGA_I02970	BOR:CDS:BOR_I03360	BPAA:CDS:BPAA_I03020	BPLAN:CDS:BPLAN_I03040	CPUbr:CDS:CPUbr_I03180	MADAR:CDS:MADAR_I00720
COG0359	J	Ribosomal_protein_L9	7	7	0.833	BGE:CDS:BGE_I03370	BGIGA:CDS:BGIGA_I02980	BOR:CDS:BOR_I03350	BPAA:CDS:BPAA_I03030	BPLAN:CDS:BPLAN_I03050	CPUbr:CDS:CPUbr_I03170	MADAR:CDS:MADAR_I00710
COG0238	J	Ribosomal_protein_S18	7	7	0.745	BGE:CDS:BGE_I03360	BGIGA:CDS:BGIGA_I02990	BOR:CDS:BOR_I03340	BPAA:CDS:BPAA_I03040	BPLAN:CDS:BPLAN_I03060	CPUbr:CDS:CPUbr_I03160	MADAR:CDS:MADAR_I00700
COG0030	J	16S_rRNA_A1518_and_A1519_N6-dimethyltransferase_RsmA/KsgA/DIM1_(may_also_have_DNA_glycosylase/AP_lyase_activity)	7	7	0.729	BGE:CDS:BGE_I04400	BGIGA:CDS:BGIGA_I01950	BOR:CDS:BOR_I04380	BPAA:CDS:BPAA_I02000	BPLAN:CDS:BPLAN_I02010	CPUbr:CDS:CPUbr_I04090	MADAR:CDS:MADAR_I01640
